reviewid,reviewtext,sentiment
6920,李导真的很棒，平易近人，地方也不错，下次会再找这个旅行社,2
6921,晴格格服务周到，安排合理。,2
6922,比售票处便宜了3元，取票的时候一点问题也没有，很顺利。游览了水立方，参观了apec会议场馆，有的展台因为活动已经拆了。品尝了宴会点心，味道还不错。晚上还顺便看了水立方和鸟巢那边的夜景。很漂亮。很开心的一次旅行！,2
6923,这是我外出旅游以来最开心的一次。导游讲的非常详细，挺负责任的，不管是从接待还是去到讲解，都是挺好的。下次玩还得找你们，,2
6924,很满意，国庆期间故宫门票忘了提前定，只有报个团。事实证明还是非常方便的。小格格服务非常好，很亲切。11号家庭为你点赞👍,2
6925,我们的导游仇莉莉人热情有耐心，我们动作慢也一直等着我们，行程很满当，不用操心路线买票啥的，能打卡的地方又多。性价比高，纯玩，推荐。,2
6926,介绍很棒，服务态度好,2
6927,小林导游非常好，很有耐心，讲解很到位，全程无购物，行程很紧凑，午餐也可以，很好吃，还有小菜，长城索道也是自愿的，没有强制消费，是个优质团,2
6928,大巴车去八达岭长城大概两个小时，运气好路上基本没怎么堵车，西西导游很好，一路上都给我们详细讲解了各个建筑的历史背景，爬长城真心挺累的，人挺多，缆车上去八楼九楼和十楼，爬了一半就往回走了,2
6929,特别特别喜欢第二个导游王海涛，不仅讲解有趣，为人也是诙谐幽默，人格魅力杠杠滴，下次还会选择他,2
6930,导游陈丽平，发车准时，讲解流利，人美心善语言组织能力好。6:30到约定地点准时出发。九点到达长城，坐缆车上去，爬长城两个半小时时间不够用…没有吃午饭直接跑着上车去了颐和园。如果可以，自己走，不用和导游买130的船票的，走走才有意思嘛～上午爬长城自己玩，导游没有跟的咯，穿的鞋子太滑了，不太好走，一段阶梯一段滑坡很难走的，建议穿登山鞋爬长城，真的很难爬！导游下午讲解很详细很热情，还帮我拍了一张美美的照片❤,2
6931,谢谢刘导，非常耐心，服务好！,2
6932,真是太爽了！金秋时节，投入大北京的山乡村野，绝对是一种享受！在八达岭上，天高云淡，空气清新，自由自在！订一张票，就不用操心任何事了，只要尽情享受大自然带来的欢乐就好！美女导游做事干脆利落，必须赞一个！,2
6933,小李热情服务态度好很专业,2
6934,水质很好，很清，气味小。人不算太多。还能愉快的玩耍。两个小时对于我们观光加游泳的来说还是足够的。,2
6935,王玉红导游很棒，出发前一天就细致嘱咐，行程途中也是方方面面照顾得很周到，下次北京跟团还找她👏,2
6936,还不错的、就是人特别多、周一因为故宫闭馆，大部分人流到了长城，简直是无法想象的人多，张颖洁导游讲解不错，不过那个满清八大碗真不敢吐槽，贼差，本来就想着不含餐，但是导游说那边也没啥吃的，那就又交了餐费，真的吃得好差，推荐可以自带干粮…,1
6937,带儿子来北京玩，儿子非要要去长城，然后就报了一个团，报团的时候真的没有报多大的希望会有多好，但是导游孙维真的超级好，带我们游览了故宫，长城，还告诉我们什么好吃，告诉我们很多有趣的事情，这个团真的值，真心推荐，谢谢孙维导游一天的陪伴！,2
6938,疫情期间人很少。带孩子还是有些累的。才爬了两个炮楼。很累，导游黄导很好。讲了很多关于景点的知识。很赞！,2
6939,小格格的导服实在是太赞了，贴心、周到、亲切，除了正常的导服，还给我们提供了许多额外的方便，让我们的北京之旅变得更加充实、安心，让我们身在异乡找到了家的感觉。,2
6940,5号家庭 今天带全家刚游完   全程无任何购物   准点准时   导游宋丽华人美细心。讲解生动风趣。非常棒散团了还耐心交待回答各种问题。,2
6941,刚结束完一天的旅游，感觉去哪儿网特别靠谱，全程无任何强制消费，全是自己志愿，小格格导游特别认真负责，下次还会继续光顾去哪儿网的，第一次选择当地游就选择对了，下次还会继续选择的，我是六号家庭,2
6942,今天效率很高，很适合亲子游，行程安排比较合理，导游宋莉华很负责任，讲解清楚还正能量十足！,2
6943,非常充实的一次旅行，黄导沿途的讲解也很好！路上导游没有催促，值得推荐的行程！,2
6944,行程安排非常紧凑，全程无购物，是正规旅行团！特别是导游宝贝勒，历史知识渊博，一路上学习了！总之很靠谱！,2
6945,取票方便，靠谱，服务好～～,2
6946,慕田峪风景很好，王导服务很好,2
6947,给王导点的五颗星 行程安排讲解很满意 可是在下山路上出了交通意外 导游很努力一直想各种办法解决协调 但是平台一直以无法安排调车为理由让五六十位游客在山上困了三个多小时 一直到天黑也没有给大家合理的说法 这种情况要平台有什么意义呢？,0
6948,王导服务非常周到细致，对慕田峪长城的历史讲解精彩纷呈、引人入胜。行程安排更是合理，避开了最热的时候，保障了我的良好旅游体验！,2
6949,对今天的一日游行程很满意！导游荣荣非常好！态度好，并且也专业！全程规划特别成功！,2
6950,辛苦仇导这一天给我们的讲说,2
6951,好评，王导提前一天联系我们，第二天早上在宾馆附近接我们，全程纯玩，大巴直接开车上去，省了摆渡车，在导游处买往返缆车票很方便，五分钟拿到票。一家人玩得开心，早去避开人流高峰，也没那么晒，很多外国人。,2
6952,感谢小梅带给我们愉快的一天,2
6953,水立方作为北京2008年奥运会水上项目的主会场，对于游客是很有参观价值的，不过参观水立方需要付门票，门票费用为30元。一到晚上，水立方的外部灯光就会亮起，还会不时的变换颜色，灯光效果非常梦幻，夜间和旁边的鸟巢相互辉映。水立方内部的泳池区域分两部分，一部分是泳道部分，另一部分是跳水部分，观众台的座位颜色也有不同，从对面看上去会有“水滴”的效果。,2
6954,【服务】早上司机师傅载我们非常准时，我们也在等候不一会师傅也到了，特别热情，导游小姐姐全程服务态度非常好，及时解答我们的问题，也跟我们简短介绍了慕田峪长城，这次一日团体验感满分💯,2
6955,咱们刘导非常的棒，整个体验过程非常满意。大巴准时接送、入园遇到困难及时解决、讲解简单明了且有趣、慕田峪无敌！,2
6956,自己一个人在北京玩耍，想去长城，就报了个团 真的是太方便了 导游Lucy很赞 幽默  很负责 照顾每一个人 而且英语很好👍哈哈哈哈哈已经推荐给朋友,2
6957,还不错。比较靠谱。虽然导游没有介绍什么，但是态度非常好。长城，在清明节那天，人真是一个多。都堵在长城上，走不动。,2
6958,之前看评价，很多人对刘强导游评价很高，想着这种金牌导游应该不会遇到，没想到还真是他。如果单看历史景点，很快就会看完，不会留下任何感受，很多团的导游都只是简单地介绍一下，但是刘导用他及其丰富的天文、地理、历史和风水知识侃侃而谈，引人入胜，帮助我们更好的了解景点历史，让我们对这些景点过目难忘。并且梁导还很细心和贴心。所以给导游打满分，强烈建议跟团就跟刘导！,2
6959,不得不说，真的是很幸运，在水立方的不远处本来是去问路的，却看见有几个人在售票，就很好奇的去问了下，他们说今晚宁泽涛有比赛《游泳世界杯系列赛-北京站》，于是就兴奋的买票去看比赛啦！完全是凑巧,2
6960,宝贝勒服务好，从早上集合到一天的游玩，细心又负责，带着老婆孩子，虽然累，但玩的很开心！从历代皇帝的寝宫到万里长城，时间很赶，时间安排合理，玩的一点都不浪费！大大的赞！,2
6961,導遊超敬業，講解很到位，道地的北京腔，但聽得很清楚！車上有個怪人，她都可以好聲好氣順著她，我們2位是車上唯一不包餐的，導遊也不會態度不好，台灣人到北京玩想一日遊可以找她「姚」導遊！,2
6962,今天玩儿不错，直通车很棒，不用费事，直达长城，拿着身份证刷证直接入园，车上导游讲解内容丰富让我对长城有了新的了解和认识，而且线路讲的很清晰明了，不走冤枉路，价格不贵，性价比高，重点是纯玩不浪费你旅游时间，不去没有的地方，纯粹的长城游，这个行程特别好，非常满意,2
6963,给韩导点个赞！~服务好~讲解到位！,2
6964,导游张小雪认真负责，态度良好，注意事项和景区讲解生动有趣，五星好评！,2
6965,谢导安排的特别好，我们干什么都不用排队，结束行程也很早，还能自己溜溜，为谢导的服务点赞，大家来北京，强推谢导，让我有愉快的北京之行，我母亲恐高，不能坐缆车，谢导也没有强制我们购票，以后的行程也没有对我们有特殊对待，我非常感谢谢导，让我有愉快的北京之行,2
